0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
1179	1380	48	3	30	108	77	26	24	2	2	21	7	7	83	30	30	25	21	13	9	3	18	34	44	47	64
1056	1328	48	3	28	99	86	24	22	2	2	20	7	7	86	28	29	24	20	13	9	3	18	33	42	44	62
1238	1314	48	2	29	143	106	24	30	2	2	20	6	6	94	34	34	26	20	12	9	3	28	32	41	44	72
940	1407	48	3	30	92	68	25	20	2	2	20	8	8	73	26	26	23	21	15	9	3	12	36	45	48	60
1111	1295	48	2	28	135	100	24	28	2	2	20	6	6	94	35	35	26	20	12	9	3	25	31	41	43	68
1335	1772	48	4	42	122	106	36	27	4	4	29	10	10	99	34	34	29	29	19	13	4	22	48	61	65	87
1782	1728	48	3	41	150	146	36	33	4	4	29	9	10	114	40	40	31	29	17	13	4	35	46	59	63	98
1759	1908	48	4	46	118	90	40	26	4	4	30	11	11	94	33	33	28	32	20	14	5	19	52	67	71	91
1675	1699	48	3	40	128	95	35	28	4	4	28	9	9	97	36	36	30	28	17	12	4	22	45	58	62	83
935	1268	49	2	26	125	103	22	26	2	2	18	6	6	87	30	30	24	19	12	8	3	24	31	39	42	65
1313	1446	49	3	32	105	91	27	23	3	3	23	8	8	90	31	31	26	22	14	10	3	19	37	47	50	68
997	1085	49	2	21	94	84	17	20	2	2	15	5	5	81	27	27	21	15	10	6	2	17	24	31	33	50
1788	1686	49	3	40	133	99	35	29	4	4	28	9	9	101	36	36	30	28	16	12	4	24	45	58	61	85
1104	1179	49	2	24	110	90	20	23	2	2	17	6	6	85	30	30	23	17	11	7	3	22	28	35	38	59
1666	1817	49	4	43	123	105	37	27	4	4	29	11	11	97	34	34	28	30	19	13	5	23	49	63	67	90
1403	1574	49	3	36	105	58	31	23	3	3	25	9	9	80	30	30	26	25	16	11	4	13	41	53	56	69
1286	1553	49	3	36	106	55	31	23	3	3	25	9	8	83	31	31	27	25	15	11	4	13	40	52	55	68
1535	1537	49	3	35	112	73	30	25	3	3	24	8	8	88	31	31	26	25	15	11	4	17	40	51	54	71
1558	1686	49	3	39	111	85	34	24	4	4	28	9	9	93	32	32	28	28	17	12	4	17	45	58	61	78
1079	1313	49	2	28	94	59	24	21	2	2	21	7	7	81	29	28	24	20	13	9	3	12	32	41	44	56
1253	1303	49	3	28	154	146	23	32	2	2	21	6	6	107	37	37	27	19	12	8	3	37	32	41	43	81
1817	1797	49	4	44	121	73	38	27	4	4	30	9	9	95	35	35	30	31	18	13	4	16	48	62	66	82
1649	1733	49	3	40	134	101	35	29	4	4	28	10	10	92	35	35	30	28	19	12	4	22	47	60	63	85
1833	1641	49	3	39	112	99	33	25	3	3	27	9	9	99	33	33	27	27	16	12	4	21	43	56	59	80
1990	1701	49	3	40	150	139	35	33	4	4	29	9	10	111	38	38	31	28	17	12	4	34	45	58	62	95
1581	1825	49	4	43	109	43	37	24	4	4	28	12	11	74	31	31	29	30	20	13	4	9	50	64	67	76
1257	1380	49	3	30	98	85	25	22	2	2	21	7	7	86	29	29	23	21	13	9	3	18	34	44	47	65
1543	1623	49	3	38	110	77	33	24	3	3	27	9	9	93	33	33	28	27	16	12	4	17	43	55	58	75
1135	1235	49	2	26	134	95	22	28	2	2	18	6	6	88	33	32	24	18	11	8	3	25	30	38	40	65
1358	1424	49	3	32	92	58	27	20	3	3	23	8	8	82	29	29	25	22	14	10	3	12	36	46	49	61
1304	1400	49	2	31	92	40	27	20	3	3	23	7	8	78	29	29	25	22	13	10	3	10	35	45	48	57
1337	1608	49	3	37	102	63	32	23	3	3	25	9	9	83	30	30	26	26	16	11	4	13	42	54	57	71
1509	1596	49	3	37	128	111	32	28	3	3	26	9	8	100	36	36	28	26	16	11	4	25	42	54	57	82
1075	1234	49	2	26	112	82	21	24	2	2	17	6	6	81	29	29	23	18	11	8	3	20	29	38	40	60
1276	1524	49	3	35	136	96	30	30	3	3	25	8	8	96	36	36	29	25	15	11	3	23	39	51	53	77
1753	1664	49	3	39	129	99	34	28	4	3	27	9	9	96	35	34	28	27	17	12	4	22	44	57	60	82
1283	1349	49	2	30	110	73	25	24	2	3	21	7	7	85	31	31	26	21	13	9	3	17	33	43	45	63
775	1077	49	2	21	78	37	17	16	1	1	14	5	5	63	22	22	19	15	10	6	2	7	24	31	33	40
1189	1251	49	2	26	109	78	22	23	2	2	18	6	6	83	29	29	24	19	12	8	3	18	30	38	41	59
1600	1410	49	3	31	165	138	26	35	3	3	22	7	7	105	38	38	28	22	14	9	3	38	36	46	48	86
1085	1245	49	2	26	109	75	22	23	2	2	18	6	6	79	28	28	23	18	12	8	3	18	30	38	41	58
1346	1377	49	3	30	113	89	25	24	2	2	21	7	7	88	30	30	24	21	13	9	3	20	34	44	47	66
1400	1331	49	3	29	134	120	24	28	2	2	20	7	7	96	33	33	25	20	13	9	3	30	33	42	45	74
1391	1516	49	3	35	93	59	30	20	3	3	25	9	9	85	30	30	26	24	15	11	4	13	39	50	53	66
1322	1486	49	3	34	117	93	29	26	3	3	24	8	8	94	34	33	27	24	14	10	4	22	38	49	52	74
1042	1243	50	2	26	98	62	21	21	2	2	18	6	6	73	27	26	22	18	12	8	3	12	30	38	40	52
1284	1359	50	3	30	127	100	25	27	3	2	21	7	7	90	32	32	25	21	13	9	3	24	34	43	46	70
1216	1225	50	2	26	124	100	21	26	2	2	18	6	6	87	31	31	23	18	11	8	3	27	29	37	40	66
1387	1534	50	3	35	107	81	30	24	3	3	24	8	8	88	30	31	27	24	15	11	4	17	40	51	54	71
1827	1789	50	4	43	116	111	37	26	4	4	30	10	10	103	35	34	28	30	18	13	4	23	48	62	66	89
1345	1341	50	3	29	127	111	24	27	2	2	21	7	7	94	33	33	25	20	13	9	3	26	33	42	45	71
1352	1354	50	3	29	127	101	25	27	2	2	21	7	7	89	32	32	25	21	13	9	3	24	34	43	46	70
1674	1568	50	3	36	125	116	31	27	3	3	26	8	8	101	34	35	28	25	15	11	4	26	41	52	56	81
1450	1537	50	3	35	107	81	30	23	3	3	24	8	8	89	32	31	25	25	15	11	4	18	40	51	54	72
1350	1254	50	2	26	148	119	22	31	2	2	19	6	6	95	34	34	26	18	12	8	3	29	30	39	41	70
1190	1317	50	2	28	82	32	24	18	2	2	20	7	7	72	26	26	23	20	12	9	3	7	32	41	44	51
1026	1203	50	2	25	133	110	21	28	2	2	17	6	6	91	32	32	23	17	11	8	3	30	28	36	39	69
1248	1540	50	3	35	120	96	30	26	3	3	24	8	8	94	33	33	27	25	15	11	4	22	40	51	54	76
1421	1810	50	4	43	115	101	37	25	4	4	30	11	11	99	34	34	29	30	19	13	5	21	49	63	67	87
1366	1733	50	3	41	124	92	36	27	4	4	28	10	10	94	34	35	30	29	18	12	4	21	47	60	63	84
1533	1594	50	3	37	108	69	32	24	3	3	26	9	9	86	31	31	27	26	16	11	4	16	42	54	57	72
1376	1507	50	3	34	109	93	29	24	3	3	23	9	9	88	30	30	25	24	15	10	4	21	39	50	53	73
1077	1236	50	2	26	109	88	22	23	2	2	18	7	6	84	29	29	24	18	11	8	3	21	30	38	40	61
1560	1598	50	3	37	115	95	32	25	3	3	25	9	8	94	32	32	26	26	16	11	4	21	42	54	57	77
1144	1633	50	3	38	114	75	33	25	4	4	28	9	9	92	33	33	30	27	17	12	4	16	43	56	59	74
1207	1318	50	2	28	129	124	24	27	3	2	21	7	7	97	33	33	25	20	13	9	3	27	33	41	44	71
1803	1642	50	3	39	112	70	33	25	3	3	26	9	9	87	32	32	27	27	16	12	4	17	43	56	59	76
1126	1230	50	2	26	113	94	21	24	2	2	18	7	6	85	30	29	23	18	11	8	3	23	29	38	40	63
1207	1468	50	3	33	100	53	28	22	3	3	23	8	8	78	29	29	26	23	15	10	3	11	38	48	51	62
1708	1679	50	3	40	147	132	34	32	4	4	28	9	9	108	38	38	30	28	17	12	4	31	45	57	61	92
986	1386	50	3	31	100	54	26	22	2	3	21	7	7	77	28	29	25	21	13	9	3	12	35	44	47	59
1310	1682	50	3	40	119	78	34	26	4	4	28	9	9	92	34	34	30	28	17	12	4	17	45	57	61	77
1332	1615	50	3	37	116	74	31	26	3	3	24	10	10	79	31	30	26	26	17	11	4	16	43	55	58	74
1330	1499	50	3	34	121	101	29	27	3	3	24	8	8	95	33	34	27	24	15	10	4	23	39	49	52	75
1665	1730	50	4	41	121	103	35	27	4	4	29	9	9	101	34	34	29	29	18	12	4	21	46	59	63	84
1049	1229	50	2	26	104	63	22	22	2	2	18	6	6	78	29	29	23	18	11	8	3	16	29	38	40	56
1429	1684	50	3	40	110	62	34	24	4	3	27	9	9	85	32	32	28	28	17	12	4	13	45	58	61	74
1255	1549	50	3	35	123	113	30	27	3	3	26	9	9	99	34	33	28	25	16	11	4	25	40	52	55	79
1317	1309	50	3	28	133	112	24	28	2	2	20	6	6	95	33	32	25	20	12	9	3	28	32	41	44	71
1231	1546	50	3	35	101	65	30	22	3	3	25	9	9	84	30	30	25	25	15	11	4	14	40	51	54	68
1412	1603	50	3	37	128	104	32	28	4	3	27	9	9	99	36	35	29	26	16	11	4	23	42	54	57	80
1287	1301	50	3	28	136	127	23	28	2	2	20	6	6	97	33	33	25	19	13	8	3	30	32	41	43	73
1499	1714	50	4	40	136	123	35	30	4	4	29	9	9	104	37	36	29	28	18	12	4	27	46	59	62	89
1287	1531	50	3	35	99	58	30	22	3	3	24	9	9	82	30	29	25	25	15	11	4	13	40	51	54	67
1327	1283	50	2	27	123	95	23	26	2	2	20	6	6	87	31	31	25	19	12	8	3	20	31	40	42	62
1223	1303	50	2	28	93	57	24	20	2	2	20	7	6	81	29	29	24	20	12	9	3	13	32	41	43	56
1200	1343	50	3	29	137	97	24	29	2	2	19	7	7	87	31	31	24	20	13	9	3	26	33	42	45	71
1261	1313	50	3	28	130	104	24	27	2	2	20	6	6	91	33	32	25	20	13	9	3	24	32	41	44	68
1439	1463	50	3	33	133	110	28	29	3	3	24	7	8	100	36	35	27	23	14	10	3	27	37	48	51	78
1695	1719	50	4	40	132	139	35	29	4	3	28	10	10	106	35	34	27	28	18	12	4	32	46	59	63	94
1004	1239	50	2	26	113	86	22	24	2	2	19	6	6	86	31	31	24	18	11	8	3	21	30	38	40	61
1376	1466	50	3	33	135	119	28	28	3	3	24	8	8	99	35	35	27	23	14	10	3	29	37	48	51	80
1544	1643	50	3	37	129	142	32	28	4	4	28	9	9	107	35	35	29	26	18	11	4	28	44	56	59	87
1543	1674	50	3	40	109	74	34	24	4	4	29	9	9	95	33	33	29	28	17	12	4	16	45	57	60	76
1455	1565	51	3	36	133	118	31	29	3	3	26	8	8	102	35	35	28	25	15	11	4	27	41	52	55	83
1446	1495	51	3	34	120	108	29	26	3	3	24	8	8	97	34	34	27	24	15	10	4	24	38	49	52	77
1561	1754	51	3	42	116	81	36	26	4	4	29	10	10	90	33	33	29	29	18	13	4	17	47	61	64	81
1128	1044	51	2	20	100	77	16	21	1	1	14	4	4	79	27	27	21	14	9	6	2	18	23	29	31	49
1138	1199	51	2	25	153	128	21	32	2	2	19	6	5	102	36	36	26	17	11	8	3	33	28	36	38	72
1263	1348	51	3	29	121	98	24	25	2	2	20	7	7	89	31	31	24	20	13	9	3	22	33	43	45	68
1141	1365	51	3	30	120	75	25	25	2	2	20	7	7	82	30	30	24	21	13	9	3	18	34	43	46	65
1228	1284	51	3	27	128	115	22	27	2	2	19	6	6	92	32	32	24	19	12	8	3	27	31	40	42	69
1580	1239	51	2	26	116	106	21	24	2	2	18	6	6	88	29	29	23	18	12	8	3	24	30	38	40	64
1198	1299	51	2	28	113	85	24	24	2	2	20	6	6	88	31	31	24	20	12	9	3	20	32	41	43	63
1275	1301	51	2	28	125	91	24	26	2	2	20	6	6	89	32	32	24	20	12	9	3	22	32	41	43	65
1407	1547	51	3	36	122	78	31	27	3	3	24	8	8	89	33	33	27	25	15	11	4	19	40	52	55	73
1156	1321	51	2	28	104	81	24	22	2	2	20	7	7	81	28	28	23	20	13	9	3	17	33	42	44	61
1732	1812	51	4	43	137	123	37	30	4	4	28	11	11	101	35	35	28	30	19	13	5	30	49	63	67	96
1559	1690	51	3	40	125	75	35	27	4	4	28	9	9	92	35	35	29	28	17	12	4	17	45	58	61	78
1177	1296	51	2	28	112	82	23	24	2	2	20	6	6	85	30	30	24	19	12	8	3	19	32	40	43	62
1548	1733	51	3	42	126	85	36	28	4	4	28	10	10	93	35	34	29	29	17	13	4	20	46	60	63	83
1507	1685	51	3	40	126	102	34	28	4	4	29	9	9	99	35	35	30	28	17	12	4	22	45	58	61	83
1370	1384	51	3	31	145	146	26	30	3	3	23	8	8	108	37	37	26	21	13	9	3	39	34	44	47	86
1293	1310	51	3	28	135	127	24	28	2	2	20	7	6	100	33	34	25	20	12	9	3	31	32	41	44	74
1569	1759	51	4	41	113	111	36	25	4	4	29	10	10	100	33	33	27	29	19	13	4	22	47	61	64	86
1485	1675	51	3	40	114	89	34	25	4	3	27	9	9	95	33	33	27	28	17	12	4	19	44	57	60	80
1351	1550	51	3	36	118	97	30	26	3	3	25	8	8	95	33	33	27	25	15	11	4	21	40	52	55	76
1832	1721	51	3	41	137	106	35	30	4	4	29	9	9	100	36	36	31	28	18	12	4	22	46	59	63	85
1413	1433	51	3	32	102	74	27	23	3	2	22	8	8	84	29	29	24	22	14	10	3	17	36	46	49	66
1230	1222	51	2	26	117	76	21	25	2	2	18	6	6	81	30	30	24	18	11	8	3	18	29	37	40	58
1485	1567	51	3	36	120	99	31	26	3	3	26	8	8	96	34	34	28	25	16	11	4	21	41	52	55	76
1581	1445	51	3	32	141	127	27	30	3	3	22	7	7	98	33	33	26	22	14	10	4	31	37	47	50	81
1617	1449	51	3	33	125	106	28	27	3	3	24	7	7	100	36	35	27	23	14	10	3	25	37	47	50	75
1234	1686	51	3	40	119	58	35	26	4	4	28	9	9	86	34	34	29	28	17	12	4	14	45	58	61	75
1483	1639	51	3	38	116	75	33	26	3	3	27	9	9	89	33	32	28	27	17	12	4	17	43	56	59	76
1473	1486	51	3	34	117	71	29	26	3	3	24	8	8	86	33	33	28	24	14	10	3	17	38	49	52	68
1428	1530	51	3	33	131	82	28	28	2	2	19	10	11	74	27	27	23	23	17	10	4	20	40	51	54	74
1364	1445	51	3	33	112	56	28	23	3	3	22	8	8	79	30	30	25	23	14	10	3	13	37	47	50	63
1639	1602	51	3	38	122	86	32	27	4	3	27	9	9	94	34	34	29	26	16	11	4	20	42	54	57	77
1133	1290	51	3	28	122	102	23	26	2	2	20	6	6	91	31	31	24	19	12	8	3	24	31	40	43	66
1297	1605	51	3	38	103	65	32	23	3	3	27	10	9	86	32	32	28	26	16	11	4	15	42	54	57	72
1291	1709	51	4	40	110	92	34	24	3	3	27	10	10	91	32	31	26	28	18	12	4	20	46	58	62	82
1144	1222	51	2	26	89	45	21	19	2	2	18	6	6	74	26	26	21	18	11	8	3	11	29	37	39	50
1326	1553	51	3	36	110	55	31	24	3	3	24	8	8	80	32	32	26	25	15	11	4	13	40	52	55	68
1441	1304	51	2	28	95	37	24	20	2	2	19	6	6	72	27	27	23	20	12	9	3	8	32	41	43	52
1286	1152	51	2	23	100	69	19	21	1	2	16	6	6	75	26	27	21	16	10	7	3	17	27	34	36	53
1555	1656	51	3	39	132	117	33	29	3	3	27	9	9	102	35	35	28	27	17	12	4	26	44	56	60	86
1690	1720	51	3	41	149	149	35	33	4	4	29	10	10	113	39	39	30	28	18	12	4	35	46	59	63	98
1894	1610	51	3	37	101	55	32	22	3	3	24	9	9	80	30	30	25	26	16	11	4	13	42	54	57	70
1897	2041	51	5	50	147	163	43	32	5	5	35	12	12	119	38	38	31	35	22	15	5	35	57	73	77	112
1253	1090	51	2	21	85	59	17	18	1	1	14	5	5	69	24	24	19	15	10	6	3	12	25	31	33	46
1091	1286	51	2	27	128	90	23	27	2	2	20	6	6	86	32	32	25	19	12	8	3	22	31	40	42	64
1205	1572	51	3	36	112	73	31	25	4	3	27	9	8	89	33	33	29	25	16	11	3	16	41	53	56	71
1725	1766	51	4	42	125	108	36	28	4	4	28	10	10	99	34	34	29	29	18	13	5	24	47	61	65	88
1142	1159	51	2	23	86	63	19	18	2	2	16	6	6	74	25	25	20	16	11	7	3	14	27	34	37	50
1326	1405	51	3	31	124	110	26	26	3	2	22	8	8	94	32	32	25	22	13	9	3	27	35	45	48	75
1222	1393	51	3	31	108	60	26	23	3	3	21	7	7	80	30	30	25	22	13	9	3	14	35	45	47	61
1272	1308	51	3	28	117	91	24	25	2	2	20	7	7	88	31	31	24	20	12	9	3	22	32	41	43	65
1268	1500	51	3	34	114	84	29	25	3	3	24	8	8	90	32	32	27	24	15	10	3	19	39	50	52	71
1562	1498	51	3	33	139	134	28	29	3	3	24	8	8	103	35	35	27	23	15	10	4	30	38	49	52	83
1246	1241	51	2	26	93	53	22	20	2	2	18	6	6	74	27	27	21	18	11	8	3	12	30	38	40	52
1183	1291	51	3	28	136	123	23	29	2	2	20	6	6	99	34	34	25	19	12	8	3	30	31	40	43	73
1443	1796	51	4	43	149	134	38	33	4	4	30	10	10	111	39	39	31	30	18	13	4	32	49	63	66	98
1155	1298	51	3	28	122	110	23	26	2	2	20	7	7	91	30	30	24	19	12	8	3	25	32	40	43	68
1245	1486	51	3	32	133	126	27	28	3	3	23	8	8	93	30	31	26	22	16	10	4	26	38	49	52	78
907	1288	51	2	28	109	76	23	23	2	2	19	7	7	81	29	29	23	19	12	8	3	19	31	40	43	61
1640	1610	51	3	37	136	114	32	30	3	3	25	9	9	98	35	35	27	26	16	11	4	29	42	54	57	86
1530	1623	51	3	38	115	76	32	25	3	3	25	9	9	87	32	32	27	26	16	11	4	17	43	55	58	75
1248	1415	51	3	32	131	113	27	29	3	3	23	7	7	98	35	35	27	22	14	10	3	27	36	46	48	75
1428	1828	51	4	44	122	65	38	27	4	4	29	10	10	85	33	33	29	31	19	13	5	15	50	64	68	82
1604	1699	51	3	40	131	100	34	29	4	3	27	9	9	95	35	35	28	28	17	12	4	23	45	58	62	84
1548	1509	51	3	34	110	92	29	24	3	3	24	8	8	91	32	32	26	24	15	10	4	20	39	50	53	73
1388	1597	51	3	37	116	90	32	26	3	3	26	9	9	93	33	32	27	26	16	11	4	20	42	54	57	76
1361	1354	52	2	30	122	100	25	27	3	3	21	7	7	93	33	33	26	21	13	9	3	24	34	43	46	69
1374	1527	52	3	35	128	100	30	28	3	3	25	8	8	95	34	34	28	24	15	11	4	23	40	51	54	77
1037	1204	52	2	25	99	65	21	21	2	2	17	6	6	77	28	28	22	18	11	8	3	15	28	36	39	54
1156	1564	52	3	36	112	81	31	25	3	3	24	9	9	86	31	31	26	25	16	11	4	18	41	52	55	74
1419	1535	52	3	35	106	86	30	23	3	3	24	9	9	86	30	30	25	24	16	10	4	19	40	51	54	72
1520	1343	52	3	29	149	127	25	31	2	2	21	7	7	101	35	35	26	20	13	9	3	33	33	43	45	78
1105	1232	52	2	26	118	80	22	25	2	2	18	6	6	82	31	31	24	18	11	8	3	20	29	38	40	60
1515	1648	52	3	38	138	145	33	30	3	4	27	10	9	109	35	35	29	27	17	12	4	34	44	56	59	93
1357	1490	52	3	34	110	72	29	24	3	3	23	8	8	85	31	31	25	24	14	10	4	18	38	49	52	70
1519	1674	52	3	39	117	114	33	26	4	4	28	9	10	100	34	34	28	27	17	12	4	23	45	57	60	83
1057	1381	52	3	30	111	91	26	23	2	2	21	8	7	87	31	30	24	21	13	9	3	21	34	44	47	67
1091	1363	52	3	30	136	113	25	29	2	2	20	7	8	92	32	32	25	21	13	9	3	30	34	43	46	76
1221	1214	52	2	25	109	80	21	23	2	2	17	6	6	80	28	28	22	17	11	8	3	17	29	37	39	57
1782	1792	52	4	43	134	112	37	30	4	4	31	10	10	104	36	36	31	30	19	13	4	24	49	62	66	90
1100	1172	52	2	24	99	74	20	21	2	2	16	6	6	78	27	26	21	17	11	7	3	17	27	35	37	54
1121	1414	52	3	32	93	31	27	20	3	2	21	8	8	71	27	27	24	22	14	10	3	8	36	46	48	56
1067	1237	52	2	26	79	44	21	17	2	2	18	6	6	71	25	25	22	18	12	8	3	8	30	38	40	48
1587	1648	52	3	38	129	130	33	28	4	3	28	9	9	107	35	35	28	27	17	12	4	28	44	56	59	87
1249	1288	52	3	28	131	119	23	28	2	2	20	6	7	96	33	33	24	19	12	8	3	30	31	40	43	72
1125	1384	52	3	31	104	67	26	23	3	3	22	7	7	84	30	30	25	21	13	9	3	15	35	44	47	62
1231	1361	52	3	29	134	117	25	28	2	2	20	7	7	93	32	32	25	20	13	9	3	28	34	43	46	74
1798	1577	52	3	36	137	149	31	30	4	3	27	8	8	112	37	36	29	25	16	11	4	32	41	53	56	88
1225	1196	52	2	25	105	86	20	22	2	2	18	5	5	86	29	29	23	17	11	7	3	18	28	36	38	56
1497	1539	52	3	35	105	83	30	23	3	3	26	9	9	90	32	32	27	25	16	11	4	17	40	51	54	71
1534	1685	52	3	40	123	107	34	27	4	4	29	9	9	103	35	35	30	28	17	12	4	22	45	58	61	83
1412	1616	52	3	37	132	138	32	29	3	3	26	9	9	109	35	35	27	26	16	11	4	31	42	54	58	89
1245	1498	52	3	33	141	146	28	30	3	3	23	8	8	105	34	34	26	23	15	10	4	35	38	49	52	88
1373	1373	52	3	30	155	154	25	33	3	3	23	7	7	113	37	37	28	21	13	9	3	37	34	44	46	84
1188	1442	52	3	33	126	112	28	28	3	3	24	7	7	101	35	35	28	23	14	10	3	25	37	47	50	75
2104	1964	52	4	48	166	184	42	36	5	4	33	11	11	128	42	41	31	34	21	15	5	44	54	70	74	118
1031	1198	52	2	25	109	87	21	23	2	2	17	6	6	84	29	29	22	17	11	8	3	21	28	36	38	59
1510	1728	52	3	41	150	148	35	33	4	4	30	9	9	116	40	40	31	29	18	12	4	33	46	59	63	95
1244	1408	52	3	31	140	121	26	29	3	3	22	7	7	97	34	34	26	22	14	9	3	29	35	45	48	77
1259	1315	52	3	28	112	100	24	24	2	2	20	7	7	88	30	30	23	20	12	9	3	22	32	41	44	66
2113	1839	52	4	45	125	82	39	27	4	4	30	10	11	94	35	35	30	31	19	14	5	19	50	64	68	87
1022	1258	52	2	27	127	114	22	27	2	2	19	6	7	93	32	32	24	19	12	8	3	29	30	39	41	70
1393	1452	52	3	33	106	70	28	23	3	3	23	8	8	84	30	31	26	23	14	10	3	16	37	47	50	66
1650	1655	52	3	39	155	166	33	32	4	4	28	9	9	119	38	38	29	27	17	12	4	39	44	56	60	99
1460	1410	52	3	31	137	117	26	29	3	3	22	7	7	97	34	34	26	22	14	9	3	27	35	45	48	75
1080	1138	52	2	23	81	45	19	17	1	1	15	5	5	70	24	24	20	16	10	7	3	10	26	34	36	45
1326	1558	52	3	36	94	30	31	21	3	3	25	9	9	74	29	29	26	25	15	11	4	8	41	52	55	63
1303	1437	52	3	32	157	156	27	33	3	3	23	8	8	109	36	36	26	22	14	10	4	42	36	46	49	91
1210	1314	52	2	29	151	125	24	32	3	2	21	7	7	102	37	37	27	20	12	9	3	33	32	41	44	77
1334	1620	52	3	38	125	96	32	27	3	3	26	9	9	94	33	34	28	26	16	11	4	21	43	55	58	79
1164	1326	52	3	29	132	103	24	28	2	2	20	7	7	91	33	33	25	20	13	9	3	25	33	42	44	70
1505	1844	52	4	45	120	89	39	26	4	4	31	11	11	98	35	35	30	31	19	14	5	19	50	65	68	87
1039	1373	52	3	30	93	53	26	20	3	2	21	7	7	79	28	28	24	21	13	9	3	11	34	44	46	58
1126	1325	52	2	29	149	118	24	31	3	2	21	7	7	99	36	36	27	20	12	9	3	31	33	42	44	75
1353	1450	52	3	33	97	61	28	21	3	3	23	8	8	83	29	29	25	23	14	10	3	14	37	47	50	64
1451	1448	52	3	33	107	89	28	24	3	3	23	8	8	91	31	31	25	23	14	10	3	20	37	47	50	70
1369	1528	52	3	35	118	99	29	26	3	3	24	8	9	92	32	32	27	24	16	10	4	22	40	51	54	75
1120	1270	52	3	27	135	128	22	28	2	2	19	6	6	98	33	33	24	19	12	8	3	31	31	39	42	72
1340	1586	52	3	37	113	77	31	25	3	3	25	9	9	88	32	32	27	26	16	11	4	17	41	53	56	74
1470	1424	52	3	32	158	142	27	33	3	3	23	7	7	110	38	38	27	22	13	10	3	36	36	46	49	85
1500	1478	52	3	33	106	66	28	23	3	3	23	7	7	83	31	30	25	23	15	10	4	13	38	48	51	65
1370	1565	52	3	36	108	82	31	24	3	3	25	9	9	91	32	32	27	25	15	11	4	18	41	52	55	73
747	974	52	2	18	64	38	14	13	1	1	12	4	4	63	20	20	17	12	8	5	2	7	21	26	28	35
1599	1661	52	3	39	113	96	34	25	3	3	27	9	9	98	34	34	28	27	17	12	4	21	44	56	60	81
1126	1155	52	2	23	94	64	19	20	2	2	16	5	5	75	26	26	21	16	10	7	3	14	27	34	36	51
1321	1307	52	2	28	109	78	24	23	2	2	20	7	7	84	29	29	24	20	12	9	3	17	32	41	43	61
1690	1666	52	3	39	135	114	34	30	4	4	27	9	9	102	36	35	29	27	17	12	4	26	44	57	60	86
1523	1623	52	3	38	104	51	32	23	3	3	25	9	9	79	30	30	26	26	16	11	4	11	43	55	58	69
1885	1946	52	4	47	113	59	40	25	4	4	31	11	11	82	32	32	28	33	21	14	5	11	54	69	73	84
1366	1391	52	3	29	121	121	25	25	3	3	21	7	7	92	30	30	24	21	14	9	4	24	35	44	47	71
1481	1724	52	4	41	139	126	35	31	4	4	29	9	10	106	36	36	29	29	17	12	4	29	46	59	63	92
1080	1238	53	2	26	104	62	21	22	2	2	18	6	6	76	28	28	23	18	12	8	3	13	30	38	40	53
1631	1684	53	3	40	110	74	34	24	4	4	28	10	10	92	33	33	28	28	17	12	4	16	45	58	61	77
1472	1649	53	3	39	121	89	33	27	3	3	27	9	9	92	34	34	28	27	17	12	4	20	44	56	59	79
1131	1540	53	3	35	105	66	30	23	3	3	25	8	8	86	31	31	27	25	15	11	4	14	40	51	54	68
1333	1578	53	3	37	114	73	32	25	3	3	26	9	8	89	33	33	28	26	16	11	4	17	41	53	56	73
1291	1232	53	2	26	109	89	22	23	2	2	18	6	6	86	29	29	22	18	11	8	3	22	29	38	40	62
1288	1552	53	3	35	101	66	30	22	3	3	26	8	8	86	31	31	27	25	16	11	4	13	41	52	55	67
1377	1518	53	3	35	124	110	29	27	3	3	24	8	8	96	35	34	26	24	15	10	4	26	39	50	53	79
1276	1234	53	2	26	136	128	21	28	2	2	19	6	6	98	33	32	24	18	12	8	3	31	29	38	40	71
1478	1614	53	3	37	164	169	32	34	3	3	27	9	9	119	39	39	28	26	16	11	4	43	42	54	58	101
1189	1470	53	3	33	102	74	28	22	3	3	24	8	8	87	31	31	26	23	14	10	3	16	38	48	51	67
1603	1648	53	3	39	133	94	33	29	4	4	27	8	8	97	36	36	30	27	16	12	4	21	44	56	59	81
1206	1174	53	2	24	104	71	20	22	2	2	16	5	6	78	28	27	22	17	11	7	3	17	27	35	37	54
949	1264	53	2	26	121	116	22	25	2	2	19	7	7	92	31	31	23	19	12	8	3	28	30	39	41	69
1263	1515	53	3	34	171	160	29	36	3	3	25	8	8	115	38	37	28	24	15	10	4	43	39	50	53	96
1261	1594	53	3	37	104	66	32	23	3	3	26	9	9	85	31	31	27	26	16	11	4	14	42	54	57	71
1066	1250	53	2	26	158	136	22	33	2	2	19	6	6	102	37	36	26	18	12	8	3	40	30	38	41	80
1161	1356	53	3	30	143	118	25	30	3	2	21	7	7	98	34	34	26	21	13	9	3	29	34	43	46	75
1318	1545	53	3	36	111	73	30	24	3	3	25	8	8	87	31	31	27	25	15	11	4	16	40	52	54	71
1003	1351	53	3	29	124	92	24	26	2	2	20	7	6	85	31	31	24	20	13	9	3	22	33	43	45	67
1391	1609	53	3	37	119	103	32	26	3	3	25	9	9	95	33	33	26	26	16	11	4	24	42	54	57	82
